StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING,TotalVisits
0,6,0,3,0,3,320,2,0,2,0,2,338
1,2,1,1,1,3,1,4,1,0,328,1,343
2,3,2,0,1,1,3,2,0,2,317,0,331
3,0,0,0,0,0,12,0,0,1,0,0,13
8,0,17,1,0,0,0,0,0,1,0,0,19
16,0,0,0,0,0,19,1,0,0,0,0,20
24,0,0,0,0,1,0,0,0,0,11,0,12
649,0,0,0,0,0,0,13,0,0,0,1,14
657,0,0,0,0,0,0,0,9,0,0,0,9
1284,5,0,0,1,0,0,0,0,0,0,1,7
1285,0,0,1,1,0,4,0,1,1,0,1,9
1286,0,1,0,5,0,0,1,0,0,0,1,8
1287,0,1,0,0,0,0,0,10,1,0,1,13
1290,0,0,0,0,0,0,0,0,0,14,0,14
1292,0,1,2,0,1,20,2,2,1,1,1,31
1293,1,1,0,0,1,5,1,0,0,0,0,9
1298,0,0,8,0,0,0,0,0,0,0,0,8
1300,0,1,1,0,0,0,0,1,1,4,0,8
1301,0,0,0,0,0,0,0,4,0,0,0,4
1305,0,1,0,1,0,0,0,1,0,20,2,25
1308,1,0,0,0,0,0,1,0,0,0,0,2
1309,0,0,1,0,0,0,0,0,0,9,0,10
1419,0,0,0,0,0,13,0,0,0,0,0,13
1422,0,0,1,1,0,0,0,0,22,0,0,24
1440,0,0,1,1,0,9,0,0,0,0,1,12
1441,2,3,2,2,0,327,10,0,4,2,1,353
1442,5,4,5,1,2,310,78,2,5,7,3,422
1443,0,0,0,0,0,6,0,0,0,0,0,6
1444,0,0,0,0,1,16,0,0,0,0,1,18
1445,1,0,0,0,0,1,0,1,0,0,0,3
1446,1,0,0,0,0,0,1,7,0,0,0,9
1447,0,0,0,0,0,1,0,0,0,0,0,1
1448,0,1,1,0,1,0,1,0,3,143,0,150
1449,0,6,1,0,0,0,0,0,0,0,0,7
1450,0,0,0,17,1,0,0,16,1,1,0,36
1452,0,1,0,0,0,0,10,0,1,0,0,12
1456,0,0,0,0,1,11,0,0,1,0,0,13
1457,0,0,0,1,0,0,0,15,0,0,0,16
1460,1,0,0,0,0,9,0,0,0,0,0,10
1464,1,1,1,1,1,15,0,0,1,0,1,22
1465,0,0,0,0,0,41,0,0,1,0,0,42
1468,0,0,0,0,0,0,4,0,0,0,0,4
1811,2,0,1,2,14,10,2,0,0,0,0,31
1814,0,0,0,0,0,0,0,0,0,8,0,8
1856,0,4,4,337,4,2,3,5,2,0,1,362
1857,0,3,1,0,1,1,5,3,0,309,1,324
1858,1,0,0,0,0,0,0,21,1,0,0,23
1859,0,0,3,0,1,0,0,0,0,20,0,24
1860,1,1,177,0,1,1,3,2,2,0,2,190
1861,7,0,0,0,0,0,0,0,0,0,0,7
1862,2,0,0,0,0,0,0,0,0,0,1,3
1863,0,0,0,0,0,0,0,0,0,3,0,3
1864,0,0,29,0,2,0,13,1,0,0,0,45
1865,1,0,0,1,0,10,0,2,0,13,0,27
1868,0,2,20,0,1,0,0,0,0,27,2,52
1872,4,7,3,99,5,7,6,2,6,346,4,489
1873,0,0,2,0,0,0,0,0,0,0,0,2
1874,0,0,10,0,0,0,1,0,0,0,0,11
1876,0,1,2,0,0,25,0,0,0,3,1,32
1880,0,1,0,0,0,0,0,0,1,17,1,20
1881,0,17,0,21,0,0,0,2,1,0,1,42
1884,0,0,0,139,1,1,0,0,0,0,0,141

# VisitedStates,62 / 2048
# VisitedStateActionPairs,246 / 22528
# TotalVisits,4256
