StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING,TotalVisits
0,3,303,2,1,0,1,3,1,0,0,0,314
1,1,0,1,1,1,302,3,0,0,0,2,311
2,1,1,3,1,1,1,0,0,2,299,3,312
3,2,2,1,2,2,296,1,2,3,0,0,311
8,1,0,0,0,0,0,2,1,1,0,1,6
16,0,0,0,0,1,1,0,0,0,1,0,3
657,0,2,0,0,0,0,0,0,0,0,1,3
1284,4,2,2,2,1,297,3,1,1,1,5,319
1285,0,0,0,1,0,0,0,0,0,0,0,1
1286,0,0,0,0,0,0,0,1,0,0,0,1
1287,0,0,0,0,0,2,0,0,0,0,0,2
1292,1,1,1,0,1,0,1,0,1,0,0,6
1298,0,1,0,1,1,0,1,0,0,0,1,5
1300,1,0,1,0,0,0,0,0,0,0,0,2
1301,0,0,0,1,0,0,0,1,0,3,0,5
1309,0,0,0,0,0,0,1,0,0,0,0,1
1419,0,0,1,2,0,0,0,0,7,0,2,12
1422,0,0,1,1,0,0,0,0,0,0,1,3
1442,2,3,3,1,3,592,4,3,2,25,3,641
1444,0,0,0,0,0,0,0,1,0,0,0,1
1446,3,0,0,0,0,0,0,0,0,0,0,3
1450,1,0,1,0,0,3,0,6,0,0,2,13
1452,0,0,0,0,0,0,0,0,1,0,1,2
1456,0,0,0,1,0,0,11,0,1,1,1,15
1811,0,2,0,1,0,0,0,0,0,0,0,3
1814,0,0,0,0,14,0,0,0,0,0,0,14
1856,1,0,0,2,0,0,0,1,0,0,0,4
1857,2,6,8,2,3,2,2,2,2,589,1,619
1858,0,0,0,1,0,0,0,0,0,0,0,1
1859,1,3,3,294,2,7,2,1,0,1,1,315
1860,2,1,0,0,0,17,0,2,2,292,2,318
1861,0,0,3,0,1,0,0,0,0,5,1,10
1863,5,0,0,0,0,0,1,0,1,0,0,7
1864,1,1,11,0,0,2,0,0,0,0,0,15
1865,0,0,0,0,0,6,0,0,0,2,0,8
1868,2,0,0,0,0,20,0,1,1,0,1,25
1872,1,0,0,33,0,0,0,0,1,1,2,38
1873,0,0,0,15,1,0,0,0,1,0,2,19
1874,0,0,0,0,0,0,0,1,0,0,0,1

# VisitedStates,39 / 2048
# VisitedStateActionPairs,168 / 22528
# TotalVisits,3689
